Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
314,Seth Curry,34,CHO,SG,36,8,13.5,2.1,4.2,.493,1.0,2.2,.462,1.1,2.0,.528,.613,0.4,0.4,.867,0.4,1.0,1.4,0.5,0.4,0.1,0.4,0.9,5.5,,curryse01
315,Isaiah Stewart,23,DET,C,42,3,20.6,2.3,4.4,.522,0.2,0.8,.242,2.1,3.6,.583,.543,0.8,0.9,.846,2.0,3.9,6.0,1.7,0.4,1.3,0.9,2.6,5.5,,stewais01
316,Kyle Anderson,31,GSW,PF,33,3,15.2,2.1,4.8,.443,0.6,1.5,.373,1.5,3.2,.477,.503,0.5,0.8,.667,0.8,2.4,3.1,2.3,0.8,0.5,0.5,1.1,5.4,,anderky01
317,Donovan Clingan,20,POR,C,33,10,16.8,2.2,4.3,.521,0.2,0.7,.273,2.1,3.6,.567,.542,0.8,1.0,.735,2.7,3.9,6.7,0.8,0.5,1.6,1.2,2.5,5.4,,clingdo01
318,Kobe Bufkin,21,ATL,SG,10,0,12.4,1.8,4.7,.383,0.4,1.9,.211,1.4,2.8,.500,.426,1.3,1.8,.722,0.5,1.6,2.1,1.7,0.3,0.2,0.8,0.9,5.3,,bufkiko01
319,Isaiah Collier,20,UTA,PG,36,11,21.5,2.1,5.8,.365,0.4,1.9,.214,1.7,3.8,.442,.401,0.6,1.1,.605,0.3,2.4,2.8,4.9,0.8,0.2,2.7,2.1,5.3,,colliis01
320,Jordan Miller,25,LAC,SF,27,0,13.6,2.0,4.7,.429,0.3,1.3,.222,1.7,3.3,.511,.460,1.0,1.2,.788,0.8,1.1,1.9,1.1,0.6,0.2,0.8,0.8,5.3,,millejo02
321,Neemias Queta,25,BOS,C,38,5,15.0,2.2,3.3,.667,0.0,0.1,.000,2.2,3.3,.677,.667,0.8,1.2,.727,1.4,2.4,3.8,0.7,0.3,0.7,0.7,1.8,5.3,,quetane01
322,Jamal Shead,22,TOR,PG,42,0,16.5,2.0,5.0,.408,0.8,2.2,.351,1.3,2.8,.453,.486,0.4,0.6,.720,0.2,0.9,1.1,3.4,0.6,0.1,1.5,1.8,5.3,,sheadja01
323,Ben Sheppard,23,IND,SG,31,7,20.2,1.9,4.8,.393,1.2,3.4,.356,0.7,1.5,.478,.517,0.3,0.3,.900,0.6,1.9,2.5,1.0,0.5,0.3,0.4,2.3,5.3,,sheppbe01
324,Vince Williams Jr.,24,MEM,SG,3,0,15.0,2.3,6.3,.368,0.3,2.7,.125,2.0,3.7,.545,.395,0.3,1.3,.250,1.3,2.3,3.7,3.0,0.0,0.7,2.3,3.0,5.3,,willivi01
325,Jaxson Hayes,24,LAL,C,23,3,16.2,2.0,3.2,.644,0.0,0.1,.000,2.0,3.1,.662,.644,1.1,1.5,.743,1.3,2.5,3.9,0.8,0.4,0.7,0.6,2.0,5.2,,hayesja02
326,Monte Morris,29,PHO,PG,36,0,13.4,1.8,4.3,.426,0.6,1.8,.303,1.3,2.5,.517,.490,0.9,1.1,.850,0.3,1.3,1.5,1.7,0.4,0.1,0.4,0.5,5.2,,morrimo01
327,Trevelin Queen,27,ORL,SG,20,2,16.3,2.0,5.0,.394,0.8,2.6,.308,1.2,2.4,.489,.475,0.5,0.6,.818,0.8,0.9,1.7,1.5,1.1,0.4,0.9,1.6,5.2,,queentr01
328,Luke Kornet,29,BOS,C,41,6,17.0,2.0,3.2,.636,0.0,0.0,,2.0,3.2,.636,.636,1.0,1.4,.750,2.3,2.9,5.2,1.5,0.5,1.0,0.5,1.4,5.1,,kornelu01
329,Jonathan Mogbo,23,TOR,PF,36,6,16.4,1.9,4.2,.464,0.2,0.7,.320,1.7,3.5,.492,.490,1.0,1.3,.729,1.8,2.4,4.1,1.6,0.7,0.4,0.9,1.8,5.1,,mogbojo01
330,Gary Payton II,32,GSW,SG,34,8,13.4,2.2,3.9,.560,0.3,1.3,.233,1.9,2.7,.714,.597,0.4,0.6,.632,1.1,2.0,3.0,1.3,0.6,0.3,0.6,1.5,5.1,,paytoga02
331,Matas Buzelis,20,CHI,SF,45,0,12.9,1.8,4.6,.386,0.8,2.2,.340,1.0,2.4,.430,.469,0.7,0.8,.811,0.6,2.0,2.7,0.4,0.2,0.8,0.6,1.3,5.0,,buzelma01
332,Rob Dillingham,20,MIN,PG,21,0,10.2,2.1,4.4,.478,0.9,1.8,.486,1.2,2.6,.473,.576,0.0,0.1,.000,0.2,0.9,1.0,1.8,0.2,0.0,1.2,0.8,5.0,,dilliro01
333,Kevon Looney,28,GSW,C,39,6,15.8,2.2,4.2,.521,0.0,0.0,.000,2.2,4.2,.524,.521,0.6,1.3,.449,2.8,3.9,6.8,1.7,0.7,0.3,0.6,2.2,5.0,,looneke01
334,Alondes Williams,25,DET,SG,1,0,4.0,2.0,2.0,1.000,1.0,1.0,1.000,1.0,1.0,1.000,1.250,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,,willial06
335,Marvin Bagley III,25,WAS,C,19,1,8.7,2.0,3.7,.535,0.1,0.5,.200,1.9,3.2,.590,.549,0.8,1.2,.652,1.4,1.5,2.9,0.4,0.4,0.3,0.6,0.6,4.9,,baglema01
336,Gabe Vincent,28,LAL,PG,39,5,20.0,1.9,4.7,.397,1.0,3.1,.320,0.9,1.6,.548,.503,0.1,0.3,.500,0.3,1.0,1.3,1.3,0.7,0.2,0.6,2.1,4.9,,vincega01
337,Malaki Branham,21,SAS,SG,28,0,10.0,1.7,4.0,.429,0.7,1.9,.385,1.0,2.1,.467,.518,0.6,0.7,.850,0.1,1.0,1.1,0.9,0.3,0.1,1.0,0.6,4.8,,branhma01
338,Zach Collins,27,SAS,C,34,4,12.1,1.7,3.8,.457,0.4,1.3,.289,1.4,2.5,.548,.508,0.9,1.0,.886,1.1,1.8,2.9,1.5,0.4,0.4,0.7,2.0,4.8,,colliza01
339,Taylor Hendricks,21,UTA,PF,3,3,25.0,1.3,6.0,.222,1.0,4.0,.250,0.3,2.0,.167,.306,1.0,1.3,.750,1.7,3.3,5.0,0.7,1.7,1.3,0.7,2.7,4.7,,hendrta01
340,David Roddy,23,ATL,PF,26,3,13.2,1.7,3.5,.478,0.6,1.7,.372,1.1,1.9,.571,.565,0.7,0.8,.818,0.4,2.3,2.7,1.2,0.5,0.3,0.8,0.7,4.7,,roddyda01
341,Ryan Rollins,22,MIL,PG,28,5,11.9,1.8,3.8,.481,0.6,1.6,.364,1.3,2.2,.565,.557,0.5,0.6,.813,0.3,1.3,1.6,1.1,0.8,0.4,0.9,1.4,4.7,,rolliry01
342,Tidjane Salaün,19,CHO,PF,34,8,18.4,1.6,5.0,.318,0.9,3.1,.280,0.7,1.9,.381,.406,0.6,0.9,.677,1.0,3.1,4.1,1.1,0.6,0.2,0.9,1.3,4.7,,salauti01
343,Oscar Tshiebwe,25,UTA,C,3,0,15.3,1.3,2.0,.667,0.0,0.0,,1.3,2.0,.667,.667,2.0,2.7,.750,1.7,5.0,6.7,0.0,1.3,0.0,0.3,3.3,4.7,,tshieos01
344,Mo Bamba,26,LAC,C,28,2,12.6,1.7,3.7,.466,0.5,1.8,.300,1.2,1.9,.623,.539,0.6,0.9,.680,0.9,3.4,4.3,0.6,0.3,1.0,0.7,1.8,4.6,,bambamo01
345,Jett Howard,21,ORL,SF,39,0,11.1,1.6,4.3,.386,1.0,3.0,.322,0.7,1.2,.542,.500,0.4,0.5,.833,0.4,0.8,1.3,0.6,0.1,0.2,0.5,1.0,4.6,,howarje01
346,Patty Mills,36,UTA,PG,16,0,15.4,1.6,4.6,.351,1.1,3.4,.309,0.6,1.2,.474,.466,0.3,0.3,1.000,0.2,1.0,1.2,1.3,0.8,0.2,1.0,0.8,4.6,,millspa02
347,Charles Bassey,24,SAS,C,30,0,10.4,1.9,3.3,.586,0.0,0.0,,1.9,3.3,.586,.586,0.6,1.0,.621,1.6,2.7,4.3,0.4,0.4,0.9,0.7,1.4,4.5,,bassech01
348,Trentyn Flowers,19,LAC,SF,2,0,8.0,2.0,4.5,.444,0.0,1.0,.000,2.0,3.5,.571,.444,0.5,0.5,1.000,0.5,1.5,2.0,0.0,0.0,0.0,0.5,1.5,4.5,,flowetr01
349,Dariq Whitehead,20,BRK,SF,8,0,7.0,1.5,3.1,.480,1.4,2.6,.524,0.1,0.5,.250,.700,0.1,0.4,.333,0.1,0.5,0.6,0.1,0.4,0.1,0.4,0.3,4.5,,whiteda01
350,KJ Simpson,22,CHO,PG,13,0,14.8,1.5,5.2,.294,0.5,2.5,.188,1.1,2.8,.389,.338,0.9,1.3,.706,1.1,0.9,2.0,1.6,0.8,0.2,1.0,1.4,4.5,,simpskj01
351,Sandro Mamukelashvili,25,SAS,PF,27,0,8.7,1.6,2.9,.538,0.7,1.7,.404,0.9,1.1,.742,.660,0.6,0.9,.708,0.7,1.9,2.6,0.6,0.3,0.3,0.4,0.7,4.4,,mamuksa01
352,Kris Murray,24,POR,SF,38,0,14.3,1.8,3.9,.463,0.4,1.6,.267,1.4,2.3,.596,.517,0.4,0.8,.467,1.1,1.2,2.3,0.9,0.4,0.2,0.6,0.9,4.4,,murrakr01
353,Julian Phillips,21,CHI,SF,46,3,13.2,1.6,3.6,.439,0.6,1.9,.322,1.0,1.7,.571,.524,0.6,0.9,.707,0.9,1.1,2.0,0.4,0.4,0.2,0.4,1.3,4.4,,phillju01
354,Antonio Reeves,24,NOP,SG,18,0,9.2,1.7,4.2,.408,0.6,2.1,.289,1.1,2.1,.526,.480,0.4,0.4,.875,0.3,0.7,1.0,0.6,0.3,0.0,0.3,0.4,4.4,,reevean01
355,Pat Connaughton,32,MIL,SG,24,0,15.1,1.5,3.8,.402,0.7,2.3,.296,0.9,1.6,.553,.489,0.5,0.7,.750,0.5,2.3,2.9,1.8,0.2,0.3,0.5,1.1,4.3,,connapa01
356,Reggie Jackson,34,PHI,PG,25,1,11.9,1.6,4.0,.396,0.8,2.4,.356,0.8,1.7,.452,.500,0.2,0.3,.857,0.2,1.0,1.2,1.5,0.5,0.1,0.7,1.1,4.3,,jacksre01
357,Paul Reed,25,DET,C,25,0,9.8,1.6,2.9,.569,0.2,0.6,.313,1.4,2.2,.643,.604,0.8,1.0,.840,0.6,1.4,2.1,1.0,1.1,0.6,0.5,1.5,4.3,,reedpa01
358,Daniel Theis,32,NOP,C,37,9,16.3,1.6,3.4,.484,0.2,1.0,.250,1.4,2.4,.578,.520,0.8,0.9,.829,1.2,3.1,4.3,1.6,0.5,0.5,0.7,1.8,4.3,,theisda01
359,Jeff Green,38,HOU,PF,13,2,10.5,1.5,2.8,.541,0.6,1.8,.348,0.9,1.1,.857,.649,0.5,0.7,.778,0.2,1.2,1.4,0.2,0.2,0.1,0.2,1.1,4.2,,greenje02
360,Pelle Larsson,23,MIA,SG,29,1,12.9,1.5,3.3,.463,0.5,1.6,.311,1.0,1.7,.600,.537,0.7,1.1,.645,0.4,1.0,1.5,0.9,0.4,0.1,0.4,1.8,4.2,,larsspe01
361,Gary Harris,30,ORL,SG,20,2,16.3,1.5,3.6,.403,1.0,2.7,.352,0.5,0.9,.556,.535,0.2,0.4,.500,0.5,0.8,1.3,0.5,0.7,0.3,0.5,0.7,4.1,,harriga01
362,Tre Jones,25,SAS,PG,25,0,16.3,1.5,3.3,.463,0.3,0.9,.304,1.2,2.4,.525,.506,0.8,1.0,.760,0.6,1.6,2.2,3.7,0.6,0.2,0.8,1.2,4.1,,jonestr01
363,Kyle Lowry,38,PHI,PG,26,12,19.7,1.2,3.5,.352,0.8,2.6,.324,0.4,0.9,.435,.473,0.8,1.0,.800,0.3,1.5,1.8,2.7,1.0,0.3,0.7,1.9,4.1,,lowryky01
364,Elijah Harkless,24,UTA,SG,8,0,16.1,1.4,4.1,.333,0.9,3.1,.280,0.5,1.0,.500,.439,0.4,0.8,.500,1.1,1.1,2.3,0.9,1.3,0.1,0.4,2.1,4.0,,harklej01
365,Mason Plumlee,34,PHO,C,44,18,17.5,1.5,2.6,.583,0.0,0.0,.000,1.5,2.6,.593,.583,0.9,1.5,.625,1.7,4.7,6.3,1.8,0.5,0.7,0.9,2.2,4.0,,plumlma01
366,Josh Richardson,31,MIA,SG,8,0,18.8,1.4,4.8,.289,0.8,2.8,.273,0.6,2.0,.313,.368,0.5,0.5,1.000,0.8,0.8,1.5,1.5,1.0,0.1,1.0,2.1,4.0,,richajo01
367,Gui Santos,22,GSW,PF,21,1,12.0,1.5,3.1,.477,0.9,2.0,.442,0.6,1.0,.545,.623,0.2,0.4,.500,1.0,1.4,2.4,1.1,0.4,0.1,0.5,1.3,4.0,,santogu01
368,Cam Spencer,24,MEM,SG,10,0,12.1,1.3,3.0,.433,0.5,1.6,.313,0.8,1.4,.571,.517,0.9,0.9,1.000,0.5,1.2,1.7,1.6,0.3,0.1,0.5,1.1,4.0,,spencca01
369,Devin Carter,22,SAC,PG,11,0,10.7,1.3,4.0,.318,0.5,2.0,.273,0.7,2.0,.364,.386,0.8,1.1,.750,0.5,2.2,2.6,1.3,0.1,0.3,0.5,1.2,3.9,,cartede02
370,Jeff Dowtin,27,PHI,PG,21,0,11.6,1.5,3.7,.416,0.3,1.0,.273,1.2,2.6,.473,.455,0.6,0.8,.706,0.1,1.1,1.3,1.6,0.4,0.2,0.1,0.6,3.9,,dowtije01
371,Aaron Holiday,28,HOU,PG,32,0,10.9,1.3,3.2,.417,0.8,2.1,.379,0.6,1.2,.486,.539,0.5,0.5,.882,0.2,0.8,1.0,1.1,0.4,0.1,0.5,0.9,3.9,,holidaa01
372,Cody Williams,20,UTA,SG,26,12,21.0,1.4,4.6,.300,0.6,2.4,.238,0.8,2.2,.368,.363,0.5,0.8,.636,0.5,1.7,2.2,1.3,0.5,0.4,0.8,1.9,3.9,,willico04
373,Jamal Cain,25,NOP,SF,18,0,12.8,1.4,3.2,.439,0.5,1.7,.300,0.9,1.5,.593,.518,0.6,0.9,.625,0.9,1.7,2.6,0.6,0.5,0.4,0.4,1.2,3.8,,cainja01
374,Moussa Diabaté,23,CHO,C,36,4,17.9,1.6,2.7,.602,0.0,0.0,,1.6,2.7,.602,.602,0.5,1.0,.543,2.9,3.6,6.5,0.7,0.7,0.8,0.9,1.6,3.8,,diabamo01
375,Oso Ighodaro,22,PHO,PF,36,2,16.1,1.6,2.9,.558,0.0,0.1,.000,1.6,2.8,.569,.558,0.5,1.0,.543,0.9,2.6,3.5,1.0,0.5,0.4,0.6,1.7,3.8,,ighodos01
376,Dario Šarić,30,DEN,C,13,4,14.8,1.4,4.2,.333,0.5,1.8,.250,0.9,2.3,.400,.389,0.5,0.8,.700,1.0,2.6,3.6,1.7,0.5,0.1,1.1,1.4,3.8,,saricda01
377,Andre Jackson Jr.,23,MIL,SG,42,34,17.3,1.5,3.3,.457,0.5,1.4,.367,1.0,1.9,.526,.536,0.2,0.3,.538,1.1,2.1,3.2,1.4,0.6,0.3,1.0,2.2,3.7,,jacksan01
378,Doug McDermott,33,SAC,SF,29,3,8.6,1.2,2.9,.429,1.1,2.4,.437,0.2,0.4,.385,.613,0.1,0.2,.600,0.1,0.5,0.6,0.1,0.1,0.0,0.2,0.9,3.7,,mcderdo01
379,Dalen Terry,22,CHI,SG,44,1,12.8,1.3,3.0,.450,0.4,1.1,.367,0.9,1.9,.500,.519,0.6,0.9,.700,0.6,1.0,1.5,1.1,0.5,0.2,0.8,1.5,3.7,,terryda01
380,Jae'Sean Tate,29,HOU,SF,26,1,10.5,1.3,2.9,.467,0.2,0.7,.316,1.1,2.2,.518,.507,0.7,1.0,.630,0.9,1.3,2.2,0.7,0.5,0.1,0.5,1.9,3.6,,tateja01
381,Jevon Carter,29,CHI,PG,20,0,6.4,1.2,2.8,.436,0.8,1.9,.421,0.4,0.9,.471,.582,0.3,0.4,.750,0.1,0.7,0.8,0.7,0.3,0.1,0.4,0.3,3.5,,carteje01
382,Isaac Jones,24,SAC,PF,22,0,8.0,1.5,2.2,.653,0.0,0.2,.250,1.4,2.0,.689,.663,0.5,0.9,.550,0.5,1.0,1.4,0.2,0.1,0.4,0.5,1.0,3.5,,jonesis01
383,DeAndre Jordan,36,DEN,C,33,2,11.8,1.6,2.4,.650,0.0,0.0,,1.6,2.4,.650,.650,0.4,0.9,.414,1.3,3.3,4.6,0.8,0.3,0.5,0.7,1.3,3.5,,jordade01
384,Wendell Moore Jr.,23,DET,SG,18,1,11.9,1.3,2.8,.460,0.2,0.8,.286,1.1,2.0,.528,.500,0.7,0.8,.929,0.6,1.8,2.4,1.2,0.6,0.2,0.5,0.8,3.5,,moorewe01
385,JT Thor,22,CLE,PF,8,0,4.9,1.1,1.8,.643,0.4,0.6,.600,0.8,1.1,.667,.750,0.9,1.0,.875,0.4,0.4,0.8,0.1,0.3,0.4,0.8,0.8,3.5,,thorjt01
386,Ousmane Dieng,21,OKC,C,25,0,10.4,1.2,3.3,.373,0.5,1.9,.271,0.7,1.4,.514,.452,0.4,0.6,.688,0.4,1.8,2.2,0.7,0.5,0.2,0.2,0.9,3.4,,diengou01
387,Bruno Fernando,26,TOR,C,17,2,8.6,1.5,2.9,.531,0.0,0.0,,1.5,2.9,.531,.531,0.4,0.5,.750,1.2,1.8,3.0,1.1,0.2,0.5,0.8,1.6,3.4,,fernabr01
388,Richaun Holmes,31,WAS,PF,8,0,8.8,1.4,2.8,.500,0.0,0.1,.000,1.4,2.6,.524,.500,0.6,0.9,.714,1.1,2.0,3.1,0.1,0.0,0.5,0.4,0.6,3.4,,holmeri01
389,Micah Potter,26,UTA,C,17,7,17.6,1.2,3.4,.351,0.8,2.6,.311,0.4,0.7,.500,.474,0.2,0.2,1.000,1.1,2.8,3.9,0.8,0.3,0.4,0.7,1.1,3.4,,pottemi01
390,Olivier-Maxence Prosper,22,DAL,PF,36,1,8.9,1.2,2.7,.429,0.3,0.9,.273,0.9,1.8,.508,.474,0.8,1.3,.604,0.9,1.4,2.2,0.6,0.3,0.1,0.3,0.4,3.4,,prospol01
391,Cam Reddish,25,LAL,SF,30,8,18.1,1.2,2.8,.424,0.4,1.5,.289,0.8,1.3,.575,.500,0.4,0.7,.619,0.5,1.5,2.0,0.7,1.0,0.3,0.4,1.4,3.3,,reddica01
392,Landry Shamet,27,NYK,SG,16,0,11.2,1.3,3.1,.429,0.6,1.8,.310,0.8,1.3,.600,.520,0.1,0.1,.500,0.2,0.6,0.8,0.4,0.4,0.1,0.4,0.7,3.3,,shamela01
393,Jabari Walker,22,POR,SF,33,1,10.6,1.4,3.0,.450,0.2,0.9,.161,1.2,2.1,.580,.475,0.4,0.7,.583,0.9,2.1,2.9,0.5,0.6,0.2,0.5,1.3,3.3,,walkeja01
394,Steven Adams,31,HOU,C,31,0,11.4,1.2,2.0,.603,0.0,0.0,,1.2,2.0,.603,.603,0.7,1.7,.415,2.4,2.4,4.8,1.1,0.3,0.4,1.0,1.0,3.2,,adamsst01
395,Bol Bol,25,PHO,PF,11,0,6.0,1.2,2.2,.542,0.3,1.0,.273,0.9,1.2,.769,.604,0.5,0.9,.600,0.5,1.2,1.6,0.1,0.0,0.2,0.5,0.2,3.2,,bolbo01
396,Moses Brown,25,IND,C,9,0,5.1,1.4,2.2,.650,0.0,0.0,,1.4,2.2,.650,.650,0.3,0.6,.600,0.4,1.0,1.4,0.0,0.2,0.1,0.7,0.7,3.2,,brownmo01
397,Reed Sheppard,20,HOU,PG,32,0,11.3,1.2,3.9,.315,0.6,2.3,.274,0.6,1.6,.373,.395,0.2,0.2,.833,0.3,0.9,1.3,1.2,0.5,0.3,0.6,0.9,3.2,,sheppre01
398,Nicolas Batum,36,LAC,PF,45,1,17.4,1.0,2.8,.368,0.8,2.3,.359,0.2,0.5,.409,.516,0.2,0.3,.769,0.6,2.2,2.8,1.4,0.6,0.4,0.4,1.6,3.1,,batumni01
399,Kobe Brown,25,LAC,PF,16,0,9.0,1.3,2.8,.477,0.3,0.9,.267,1.1,1.8,.586,.523,0.2,0.3,.750,0.8,1.9,2.7,0.8,0.2,0.1,0.3,0.9,3.1,,brownko01
400,Branden Carlson,25,OKC,C,15,0,6.3,1.1,2.3,.457,0.8,1.9,.429,0.3,0.5,.571,.629,0.1,0.1,1.000,0.3,1.3,1.7,0.4,0.1,0.4,0.1,0.7,3.1,,carlsbr01
401,Damion Lee,32,PHO,SG,10,0,6.0,0.9,2.9,.310,0.3,1.5,.200,0.6,1.4,.429,.362,1.0,1.0,1.000,0.1,0.8,0.9,0.7,0.2,0.0,0.5,0.2,3.1,,leeda03
402,Blake Wesley,21,SAS,SG,29,0,9.6,1.2,2.8,.450,0.1,0.7,.190,1.1,2.0,.542,.475,0.5,0.7,.714,0.2,0.6,0.8,1.9,0.3,0.1,0.9,0.5,3.1,,weslebl01
403,David Duke Jr.,25,SAS,SG,1,0,8.0,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,1.0,2.0,.500,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,,dukeda01
404,Maxi Kleber,33,DAL,PF,34,4,18.7,1.1,2.8,.385,0.4,1.4,.265,0.7,1.4,.511,.453,0.5,0.6,.762,0.7,2.1,2.8,1.3,0.3,0.5,0.7,1.9,3.0,,klebima01
405,Jock Landale,29,HOU,C,21,0,9.2,1.1,2.8,.414,0.1,0.3,.429,1.0,2.4,.412,.440,0.6,1.0,.591,1.2,1.5,2.7,0.7,0.2,0.3,0.5,0.7,3.0,,landajo01
406,Taze Moore,26,POR,SG,2,0,10.0,1.0,5.0,.200,0.5,2.0,.250,0.5,3.0,.167,.250,0.5,1.0,.500,2.0,2.0,4.0,0.5,1.0,0.0,1.0,0.0,3.0,,mooreta02
407,Pete Nance,24,PHI,C,5,0,12.0,1.0,3.0,.333,0.8,2.4,.333,0.2,0.6,.333,.467,0.2,0.4,.500,0.4,1.4,1.8,0.6,0.2,0.0,0.0,2.0,3.0,,nancepe01
408,Jarred Vanderbilt,25,LAL,PF,2,0,13.0,1.5,3.5,.429,0.0,1.0,.000,1.5,2.5,.600,.429,0.0,0.0,,1.5,1.5,3.0,1.5,2.5,0.0,0.5,2.0,3.0,,vandeja01
409,Jae Crowder,34,SAC,PF,7,2,13.1,0.9,2.4,.353,0.4,1.7,.250,0.4,0.7,.600,.441,0.7,0.9,.833,0.9,1.6,2.4,0.6,0.4,0.0,0.6,1.4,2.9,,crowdja01
410,Luka Garza,26,MIN,C,14,0,4.3,1.2,2.1,.567,0.1,0.6,.250,1.1,1.6,.682,.600,0.4,0.6,.625,0.4,0.7,1.1,0.1,0.1,0.0,0.4,0.6,2.9,,garzalu01
411,Caleb Houstan,22,ORL,SF,33,5,12.3,0.9,2.9,.313,0.8,2.5,.310,0.1,0.4,.333,.448,0.3,0.3,1.000,0.4,0.6,1.0,0.5,0.2,0.1,0.2,1.1,2.9,,houstca01
412,Drew Peterson,25,BOS,PF,12,0,9.3,0.9,1.9,.478,0.6,1.5,.389,0.3,0.4,.800,.630,0.5,0.6,.857,0.4,1.6,2.0,0.7,0.2,0.2,0.4,0.9,2.9,,peterdr01
413,Adem Bona,21,PHI,C,29,1,10.2,1.0,1.4,.725,0.0,0.0,,1.0,1.4,.725,.725,0.8,1.1,.667,0.9,1.8,2.6,0.3,0.2,0.7,0.6,1.8,2.8,,bonaad01
414,John Konchar,28,MEM,SG,25,3,14.2,1.0,2.6,.406,0.6,1.8,.311,0.5,0.8,.632,.516,0.2,0.2,.833,1.0,3.0,4.0,1.0,0.6,0.4,0.4,1.0,2.8,,konchjo01
415,A.J. Lawson,24,TOR,SG,4,0,3.8,1.0,2.0,.500,0.5,1.3,.400,0.5,0.8,.667,.625,0.3,0.8,.333,0.3,0.5,0.8,0.0,0.0,0.0,0.0,0.0,2.8,,lawsoaj01
416,Josh Minott,22,MIN,SF,28,0,7.4,1.1,2.3,.477,0.3,1.0,.250,0.9,1.3,.649,.531,0.3,0.4,.818,0.3,0.9,1.1,0.5,0.4,0.3,0.3,0.9,2.8,,minotjo01
417,Jalen Pickett,25,DEN,SG,18,0,7.6,1.1,2.1,.500,0.5,1.2,.429,0.6,0.9,.588,.618,0.1,0.1,1.000,0.2,0.7,0.8,1.6,0.1,0.1,0.4,0.6,2.7,,pickeja02
418,Rayan Rupert,20,POR,SG,31,0,8.5,1.0,2.4,.413,0.3,1.1,.294,0.7,1.3,.512,.480,0.4,0.5,.750,0.6,0.6,1.2,0.5,0.3,0.1,0.5,0.6,2.7,,ruperra01
419,Jeenathan Williams,25,HOU,SG,6,0,3.5,1.2,1.5,.778,0.3,0.7,.500,0.8,0.8,1.000,.889,0.0,0.0,,0.0,0.5,0.5,0.2,0.3,0.2,0.2,0.2,2.7,,willije02
420,Brandon Williams,25,DAL,PG,16,0,6.4,0.9,2.3,.389,0.2,0.8,.250,0.7,1.5,.458,.431,0.6,0.8,.769,0.1,0.6,0.8,1.1,0.1,0.0,0.6,0.4,2.6,,willibr03
421,Delon Wright,32,MIL,PG,25,2,15.3,0.9,3.1,.282,0.5,1.8,.261,0.4,1.3,.313,.359,0.3,0.6,.571,0.6,1.1,1.7,1.8,0.8,0.3,0.6,0.7,2.6,,wrighde01
422,Johnny Davis,22,WAS,SG,31,0,7.1,1.0,2.4,.432,0.2,0.9,.259,0.8,1.5,.532,.480,0.2,0.4,.636,0.3,0.8,1.1,0.3,0.5,0.2,0.2,0.6,2.5,,davisjo06
423,Collin Gillespie,25,PHO,PG,2,0,3.0,1.0,1.5,.667,0.5,0.5,1.000,0.5,1.0,.500,.833,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,2.5,,gilleco01
424,E.J. Liddell,24,CHI,PF,6,0,5.2,0.8,1.3,.625,0.5,1.0,.500,0.3,0.3,1.000,.813,0.3,0.3,1.000,0.2,0.7,0.8,0.5,0.2,0.2,0.3,1.3,2.5,,liddeej01
425,Reece Beekman,23,2TM,PG,17,0,10.1,0.9,2.5,.381,0.2,0.9,.250,0.7,1.5,.462,.429,0.2,0.4,.571,0.3,0.5,0.8,1.4,0.5,0.1,0.5,0.4,2.4,,beekmre01
425,Reece Beekman,23,GSW,PG,2,0,2.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,,beekmre01
425,Reece Beekman,23,BRK,PG,15,0,11.1,1.0,2.7,.366,0.3,1.1,.250,0.7,1.7,.440,.415,0.3,0.5,.571,0.3,0.5,0.8,1.5,0.5,0.1,0.5,0.4,2.5,,beekmre01
426,Taj Gibson,39,CHO,C,18,9,10.2,1.0,2.1,.486,0.1,0.1,.500,0.9,1.9,.486,.500,0.4,0.6,.700,1.2,1.7,2.8,0.5,0.3,0.3,0.6,1.4,2.4,,gibsota01
427,Duop Reath,28,POR,C,21,0,5.9,0.8,2.1,.386,0.5,1.5,.313,0.3,0.6,.583,.500,0.3,0.4,.750,0.4,0.6,1.0,0.3,0.0,0.1,0.2,0.7,2.4,,reathdu01
428,Pat Spencer,28,GSW,PG,18,0,6.8,0.9,2.5,.378,0.1,0.6,.200,0.8,1.9,.429,.400,0.4,0.6,.700,0.5,0.8,1.3,1.5,0.4,0.1,0.6,0.4,2.4,,spencpa01
429,Orlando Robinson,24,2TM,C,12,0,7.5,0.8,2.2,.385,0.1,0.5,.167,0.8,1.7,.450,.404,0.5,0.8,.667,0.4,1.3,1.8,0.8,0.3,0.3,0.7,1.2,2.3,,robinor01
