Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
227,Jaden Hardy,22,DAL,SG,39,3,15.6,3.1,7.1,.430,1.3,3.4,.386,1.7,3.7,.469,.522,0.9,1.3,.740,0.2,1.4,1.6,1.4,0.5,0.1,1.5,1.6,8.4,,hardyja02
228,Aaron Nesmith,25,IND,SF,12,8,20.9,2.9,5.8,.507,1.1,2.4,.448,1.8,3.3,.550,.601,1.5,1.7,.900,0.5,2.8,3.3,1.0,0.3,0.3,0.8,2.9,8.4,,nesmiaa01
229,Jaylen Nowell,25,NOP,SG,8,0,21.0,3.3,9.1,.356,1.0,3.4,.296,2.3,5.8,.391,.411,0.9,1.4,.636,0.8,1.8,2.5,2.3,0.1,0.5,1.0,1.1,8.4,,nowelja01
230,Kel'el Ware,20,MIA,C,32,6,17.7,3.4,6.2,.556,0.8,1.8,.407,2.7,4.3,.619,.616,0.8,1.0,.727,1.1,3.9,5.0,0.6,0.6,1.0,0.7,1.3,8.4,,wareke01
231,Larry Nance Jr.,32,ATL,PF,19,3,19.2,3.2,6.4,.504,1.4,3.2,.450,1.8,3.2,.557,.616,0.4,0.5,.800,0.9,3.3,4.2,1.5,0.9,0.6,0.7,1.4,8.3,,nancela02
232,Jalen Smith,24,CHI,C,45,1,15.4,3.0,6.3,.467,1.2,3.4,.342,1.8,2.9,.615,.560,1.2,1.5,.836,1.5,4.1,5.6,0.8,0.3,0.8,0.6,1.6,8.3,,smithja04
233,Trendon Watford,24,BRK,PF,15,0,16.1,2.8,6.4,.438,0.6,2.0,.300,2.2,4.4,.500,.484,2.0,2.5,.811,0.4,2.6,3.0,1.2,0.5,0.3,1.3,2.3,8.2,,watfotr01
234,Mike Conley,37,MIN,PG,44,38,25.0,2.5,6.9,.370,1.8,4.6,.382,0.8,2.3,.343,.498,1.3,1.4,.903,0.5,2.1,2.6,4.4,1.3,0.2,1.1,1.5,8.1,,conlemi01
235,Tyrese Martin,25,BRK,SG,31,6,21.3,3.0,7.5,.399,1.6,4.5,.353,1.4,3.0,.468,.504,0.5,0.8,.654,1.1,2.8,3.9,1.8,0.4,0.2,1.3,1.1,8.1,,martity01
236,Max Strus,28,CLE,SF,21,8,24.2,2.9,6.9,.424,2.0,5.4,.377,0.9,1.4,.600,.573,0.2,0.3,.714,0.8,3.3,4.1,3.1,0.6,0.4,1.0,1.9,8.1,,strusma01
237,Ausar Thompson,22,DET,SF,27,16,19.9,3.4,6.7,.508,0.3,1.2,.219,3.1,5.5,.570,.528,1.0,1.7,.587,1.5,3.3,4.8,1.6,1.5,0.5,1.3,2.5,8.1,,thompau01
238,Peyton Watson,22,DEN,SF,48,12,24.1,2.9,6.2,.471,0.7,2.0,.340,2.3,4.2,.532,.525,1.6,2.1,.752,0.8,2.6,3.4,1.5,0.9,1.2,0.9,1.7,8.1,,watsope01
239,Jay Huff,26,MEM,C,42,1,13.4,2.8,5.4,.524,1.5,3.6,.417,1.3,1.8,.737,.663,0.9,1.1,.771,0.5,1.8,2.3,0.7,0.3,1.0,0.7,1.5,8.0,,huffja01
240,Trayce Jackson-Davis,24,GSW,C,46,37,19.5,3.4,6.0,.568,0.0,0.0,.000,3.4,6.0,.570,.568,1.1,1.9,.605,2.3,3.8,6.2,2.1,0.5,0.7,0.8,1.4,8.0,,jackstr02
241,Garrison Mathews,28,ATL,SG,40,2,18.5,2.3,5.7,.403,1.9,4.8,.399,0.4,0.8,.424,.573,1.5,1.8,.822,0.3,1.5,1.9,1.4,0.6,0.3,0.7,1.8,8.0,,mathega01
242,A.J. Green,25,MIL,SG,40,4,21.8,2.7,5.9,.447,2.3,5.2,.440,0.4,0.8,.500,.639,0.3,0.4,.867,0.3,2.1,2.4,1.2,0.6,0.1,0.5,2.2,7.9,,greenaj01
243,Kevin Huerter,26,SAC,SG,43,15,20.9,3.0,7.2,.413,1.4,4.8,.302,1.5,2.4,.629,.513,0.5,0.7,.714,0.4,2.3,2.8,1.7,0.8,0.4,0.9,1.6,7.9,,huertke01
244,Day'Ron Sharpe,23,BRK,C,27,0,17.3,3.1,6.4,.494,0.2,1.1,.172,3.0,5.3,.559,.509,1.4,1.9,.760,2.9,3.3,6.2,1.4,0.7,0.5,1.1,2.0,7.9,,sharpda01
245,Justin Champagnie,23,WAS,SF,30,13,19.0,3.0,6.0,.508,1.1,2.8,.376,2.0,3.1,.628,.598,0.6,1.0,.655,1.5,3.2,4.7,1.0,1.0,0.6,0.8,1.9,7.8,,champju01
246,Brandon Clarke,28,MEM,PF,46,18,18.8,3.5,5.7,.615,0.0,0.3,.063,3.5,5.3,.650,.616,0.8,1.2,.679,1.8,3.2,5.0,1.0,0.9,0.5,0.6,2.5,7.8,,clarkbr01
247,Al Horford,38,BOS,C,38,25,26.3,2.9,7.0,.410,1.7,4.9,.351,1.1,2.1,.551,.534,0.4,0.4,.875,1.1,4.1,5.1,1.9,0.6,0.9,0.7,1.4,7.8,,horfoal01
248,Cody Martin,29,CHO,SF,39,8,24.8,3.0,6.9,.433,1.0,3.2,.323,1.9,3.7,.528,.507,0.9,1.3,.694,1.0,3.5,4.5,2.3,1.1,0.7,1.1,1.8,7.8,,martico01
249,Sam Hauser,27,BOS,PF,41,7,20.0,2.7,6.2,.439,2.1,5.4,.395,0.6,0.9,.714,.610,0.0,0.0,1.000,0.6,2.3,3.0,1.0,0.7,0.2,0.4,1.0,7.6,,hausesa01
250,Justin Edwards,21,PHI,SF,19,4,22.8,2.8,6.1,.466,1.3,3.7,.352,1.5,2.4,.644,.573,0.5,0.8,.667,1.1,2.1,3.1,1.3,0.8,0.3,0.9,2.1,7.5,,edwarju01
251,Keon Ellis,25,SAC,SG,46,10,21.5,2.5,5.3,.463,1.6,3.8,.420,0.9,1.5,.571,.614,1.0,1.1,.863,0.8,1.6,2.4,1.2,1.4,0.7,0.8,1.9,7.5,,elliske01
252,Kyshawn George,21,WAS,SG,43,13,25.6,2.6,7.4,.345,1.4,5.1,.282,1.1,2.3,.485,.442,1.0,1.2,.774,0.7,2.9,3.7,2.2,0.9,0.6,1.3,2.9,7.5,,georgky01
253,Josh Green,24,CHO,SG,43,42,28.5,2.6,6.0,.436,1.5,3.5,.417,1.2,2.5,.463,.558,0.7,1.0,.711,1.0,1.8,2.8,1.5,1.1,0.3,0.9,2.7,7.5,,greenjo02
254,Jake LaRavia,23,MEM,PF,45,0,21.2,2.6,5.2,.492,0.9,2.0,.443,1.7,3.3,.520,.574,1.5,2.0,.717,1.4,3.0,4.4,2.9,0.9,0.4,1.5,2.0,7.5,,laravja01
255,Taurean Prince,30,MIL,SF,47,40,25.8,2.7,6.0,.450,1.7,3.9,.453,0.9,2.1,.444,.596,0.4,0.5,.792,0.6,3.2,3.8,2.1,0.8,0.1,1.0,2.0,7.5,,princta02
256,Eric Gordon,36,PHI,SG,36,13,20.1,2.4,5.3,.445,1.5,3.6,.426,0.8,1.7,.484,.589,1.0,1.3,.750,0.2,0.9,1.1,1.6,0.7,0.3,0.7,0.8,7.3,,gordoer01
257,Johnny Juzang,23,UTA,SG,32,5,17.8,2.5,5.9,.418,1.7,4.2,.400,0.8,1.7,.463,.561,0.7,0.8,.880,0.6,2.2,2.8,1.0,0.4,0.2,0.5,1.9,7.3,,juzanjo01
258,Vasilije Micić,31,CHO,PG,35,15,21.0,2.6,7.4,.351,1.2,3.5,.347,1.4,3.9,.355,.432,0.9,1.1,.821,0.6,1.8,2.4,3.5,0.4,0.0,2.1,1.2,7.3,,micicva01
259,Cason Wallace,21,OKC,SG,46,32,27.4,3.0,6.8,.442,1.0,2.9,.333,2.0,3.8,.525,.514,0.3,0.4,.778,1.1,2.4,3.5,2.4,1.8,0.6,0.7,2.2,7.3,,wallaca01
260,Lonzo Ball,27,CHI,PG,29,8,21.3,2.4,6.4,.369,1.9,5.3,.348,0.5,1.1,.469,.513,0.6,0.7,.857,0.7,2.7,3.4,3.5,1.5,0.5,1.2,1.7,7.2,,balllo01
261,Cameron Payne,30,NYK,PG,43,1,14.3,2.5,6.0,.424,1.5,3.7,.394,1.1,2.3,.474,.547,0.7,0.7,.906,0.3,1.2,1.5,2.5,0.6,0.3,0.7,1.7,7.2,,payneca01
262,Ja'Kobe Walter,20,TOR,SG,30,7,18.6,2.6,6.7,.386,0.9,3.2,.289,1.7,3.5,.476,.455,1.1,1.5,.696,0.7,1.7,2.4,1.5,0.6,0.2,0.7,1.8,7.2,,walteja01
263,Andre Drummond,31,PHI,C,28,16,19.2,2.9,5.7,.509,0.0,0.4,.091,2.9,5.3,.541,.513,1.3,2.2,.574,2.5,5.1,7.6,0.6,1.1,0.4,1.7,2.4,7.1,,drumman01
264,Ryan Dunn,22,PHO,SF,43,26,19.6,2.9,6.4,.449,1.0,3.3,.315,1.8,3.1,.594,.531,0.2,0.5,.476,1.0,2.4,3.4,1.0,0.5,0.6,0.4,2.3,7.0,,dunnry01
265,Isaiah Jackson,23,IND,C,5,1,16.8,2.8,4.6,.609,0.0,0.0,,2.8,4.6,.609,.609,1.4,2.8,.500,2.2,3.4,5.6,1.0,0.6,1.6,1.0,2.8,7.0,,jacksis01
266,Sam Merrill,28,CLE,SG,41,2,18.6,2.3,6.0,.387,1.8,5.2,.350,0.5,0.8,.618,.538,0.5,0.6,.957,0.5,1.4,1.9,1.6,0.6,0.2,0.5,1.8,7.0,,merrisa01
267,Josh Okogie,26,2TM,SG,32,2,15.6,2.5,5.2,.473,0.8,2.0,.385,1.7,3.2,.529,.548,1.2,1.6,.725,1.3,1.7,3.0,0.8,1.3,0.5,0.8,1.2,6.9,,okogijo01
267,Josh Okogie,26,PHO,SG,25,1,14.0,2.2,4.6,.491,0.6,1.7,.381,1.6,2.9,.556,.561,0.9,1.3,.688,1.3,1.6,2.9,0.6,0.8,0.4,0.6,1.1,6.0,,okogijo01
267,Josh Okogie,26,CHO,SG,7,1,21.3,3.3,7.6,.434,1.3,3.3,.391,2.0,4.3,.467,.519,2.1,2.7,.789,1.3,2.1,3.4,1.4,2.7,0.7,1.3,1.6,10.0,,okogijo01
268,Jared Butler,24,WAS,PG,32,0,11.3,2.7,5.5,.483,0.5,1.3,.366,2.2,4.2,.519,.526,1.1,1.4,.778,0.4,0.8,1.3,2.6,0.4,0.2,0.9,1.3,6.9,,butleja02
269,Ricky Council IV,23,PHI,SF,40,4,15.4,2.3,5.5,.416,0.7,2.4,.298,1.6,3.2,.504,.480,1.6,2.0,.808,0.7,1.8,2.5,1.1,0.5,0.2,0.6,0.9,6.9,,councri01
270,Torrey Craig,34,CHI,SF,9,1,12.6,2.4,5.0,.489,1.7,3.9,.429,0.8,1.1,.700,.656,0.3,0.4,.750,0.9,1.9,2.8,0.6,0.2,0.1,0.0,1.7,6.9,,craigto01
271,Bones Hyland,24,LAC,PG,19,0,11.3,2.2,5.8,.373,1.5,4.1,.377,0.6,1.7,.364,.505,1.1,1.3,.875,0.3,1.0,1.3,1.5,0.9,0.2,1.2,1.2,6.9,,hylanbo01
272,Kelly Olynyk,33,TOR,C,22,1,15.3,2.3,4.5,.510,0.8,1.6,.486,1.5,3.0,.523,.595,1.5,1.9,.780,0.9,2.5,3.3,2.3,0.7,0.4,1.5,2.2,6.9,,olynyke01
273,Quinten Post,24,GSW,PF,10,2,12.7,2.5,5.8,.431,1.4,3.6,.389,1.1,2.2,.500,.552,0.5,0.5,1.000,0.9,1.9,2.8,1.5,0.1,0.3,0.7,2.1,6.9,,postqu01
274,Elfrid Payton,30,NOP,PG,7,3,20.6,3.3,6.6,.500,0.0,0.1,.000,3.3,6.4,.511,.500,0.1,0.3,.500,0.7,2.7,3.4,6.9,1.4,0.4,2.9,1.4,6.7,,paytoel01
275,Haywood Highsmith,28,MIA,SF,45,36,24.2,2.5,5.3,.479,1.2,3.1,.399,1.3,2.2,.590,.595,0.4,0.5,.667,0.8,2.3,3.2,1.2,0.9,0.6,0.8,2.1,6.6,,highsha01
276,Trey Lyles,29,SAC,PF,38,2,19.8,2.2,5.6,.397,1.3,3.8,.336,0.9,1.8,.529,.512,0.8,1.1,.738,1.1,3.6,4.7,0.9,0.6,0.4,0.6,1.2,6.6,,lylestr01
277,Shake Milton,28,2TM,SG,37,1,16.2,2.3,4.9,.462,0.8,2.3,.369,1.4,2.6,.541,.547,1.0,1.2,.800,0.5,1.3,1.8,2.1,0.5,0.1,0.6,1.4,6.4,,miltosh01
277,Shake Milton,28,BRK,SG,27,1,18.2,2.7,5.8,.465,1.0,2.7,.389,1.7,3.1,.529,.554,0.9,1.2,.758,0.6,1.3,1.9,2.4,0.6,0.0,0.7,1.6,7.4,,miltosh01
277,Shake Milton,28,LAL,SG,10,0,10.8,1.1,2.5,.440,0.3,1.2,.250,0.8,1.3,.615,.500,1.1,1.2,.917,0.3,1.3,1.6,1.3,0.2,0.1,0.4,0.8,3.6,,miltosh01
278,Simone Fontecchio,29,DET,SF,44,0,17.8,2.1,5.3,.400,1.1,3.3,.340,1.0,2.1,.495,.504,1.0,1.3,.807,0.7,2.3,3.0,0.9,0.4,0.2,0.8,1.3,6.4,,fontesi01
279,GG Jackson II,20,MEM,PF,7,0,15.7,2.3,7.3,.314,0.9,4.0,.214,1.4,3.3,.435,.373,1.0,1.3,.778,1.0,2.6,3.6,0.9,0.3,0.3,1.0,1.0,6.4,,jacksgg01
280,Vit Krejci,24,ATL,PG,34,15,20.1,2.3,5.4,.429,1.3,3.6,.364,1.0,1.8,.557,.549,0.6,0.8,.704,0.4,1.9,2.3,2.6,0.7,0.5,0.9,2.0,6.4,,krejcvi01
281,KJ Martin,24,PHI,PF,24,7,20.0,2.5,4.1,.616,0.3,0.9,.381,2.2,3.3,.679,.657,1.0,1.2,.828,0.9,2.1,3.0,0.8,0.5,0.7,0.5,2.6,6.4,,martike04
282,Ajay Mitchell,22,OKC,SG,34,1,16.5,2.5,4.9,.506,0.6,1.5,.431,1.8,3.4,.539,.572,0.8,1.0,.848,0.5,1.5,2.0,1.7,0.7,0.1,0.8,1.7,6.4,,mitchaj01
283,Nick Smith Jr.,20,CHO,SG,28,9,16.5,2.5,6.7,.369,1.3,3.8,.330,1.2,2.9,.420,.463,0.2,0.3,.857,0.1,1.6,1.8,1.6,0.4,0.2,0.9,0.9,6.4,,smithni01
284,Ron Holland,19,DET,SF,49,1,15.4,2.4,5.3,.456,0.5,2.0,.258,1.9,3.3,.573,.504,1.0,1.2,.787,0.5,2.2,2.8,0.8,0.6,0.1,0.8,1.8,6.3,,hollaro01
285,Jonathan Isaac,27,ORL,PF,44,0,16.7,2.2,5.3,.417,0.7,2.6,.257,1.6,2.8,.566,.479,1.1,1.7,.667,1.9,3.0,4.9,0.5,0.8,1.3,0.4,1.4,6.3,,isaacjo01
286,Davion Mitchell,26,TOR,PG,43,22,24.7,2.4,5.6,.427,1.0,2.7,.357,1.4,2.9,.492,.513,0.6,0.8,.667,0.4,1.6,2.0,4.6,0.7,0.2,1.8,2.6,6.3,,mitchda01
287,Ben Simmons,28,BRK,PG,32,24,25.2,2.8,5.2,.552,0.0,0.0,,2.8,5.2,.552,.552,0.6,0.8,.692,0.9,4.3,5.2,7.0,0.8,0.5,2.8,2.5,6.3,,simmobe01
288,Terance Mann,28,LAC,SG,36,12,20.0,2.4,5.3,.455,0.7,2.0,.356,1.7,3.3,.517,.524,0.6,0.9,.719,0.9,2.1,2.9,1.6,0.8,0.3,0.7,1.9,6.2,,mannte01
289,Dru Smith,27,MIA,SG,14,1,19.1,2.2,4.4,.508,1.1,2.1,.533,1.1,2.2,.484,.639,0.6,0.9,.750,0.9,1.7,2.6,1.6,1.5,0.4,1.2,2.1,6.2,,smithdr01
290,Jarace Walker,21,IND,PF,46,1,16.9,2.3,4.8,.466,1.0,2.5,.388,1.3,2.3,.551,.567,0.7,1.2,.642,0.4,2.9,3.3,1.5,0.9,0.4,1.2,1.7,6.2,,walkeja02
291,Thomas Bryant,27,2TM,C,31,1,13.3,2.3,4.2,.550,0.8,1.9,.417,1.5,2.2,.667,.647,0.7,0.8,.875,1.2,2.3,3.5,0.7,0.4,0.6,0.4,0.9,6.1,,bryanth01
291,Thomas Bryant,27,MIA,C,10,0,11.5,1.2,2.8,.429,0.6,1.7,.353,0.6,1.1,.545,.536,1.1,1.1,1.000,0.6,2.6,3.2,0.4,0.1,0.9,0.2,0.9,4.1,,bryanth01
291,Thomas Bryant,27,IND,C,21,1,14.1,2.8,4.8,.584,0.9,2.0,.442,1.9,2.8,.690,.678,0.5,0.6,.769,1.5,2.2,3.7,0.9,0.5,0.5,0.4,0.9,7.0,,bryanth01
292,Precious Achiuwa,25,NYK,C,28,1,19.4,2.6,4.9,.536,0.3,0.6,.389,2.4,4.3,.558,.562,0.6,1.1,.567,1.9,3.8,5.6,1.0,0.9,0.8,0.8,1.5,6.1,,achiupr01
293,Keaton Wallace,25,ATL,PG,21,3,17.8,2.3,5.4,.430,1.0,2.9,.350,1.3,2.6,.519,.522,0.4,0.4,1.000,0.2,1.4,1.6,2.3,1.0,0.3,1.2,1.3,6.1,,wallake01
294,Kris Dunn,30,LAC,PG,42,29,22.6,2.5,5.9,.423,0.9,3.0,.305,1.5,2.8,.551,.502,0.1,0.3,.500,0.7,2.6,3.2,2.7,1.5,0.3,1.1,2.5,6.0,,dunnkr01
295,Javonte Green,31,NOP,SG,44,16,22.1,2.1,4.5,.455,0.8,2.1,.374,1.3,2.5,.523,.540,1.1,1.5,.766,1.1,2.5,3.6,0.9,1.1,0.7,0.6,1.5,6.0,,greenja02
296,Marcus Sasser,24,DET,PG,38,0,14.1,2.3,5.0,.463,0.9,2.6,.337,1.4,2.4,.598,.550,0.5,0.6,.909,0.3,0.9,1.2,2.2,0.6,0.1,0.8,1.3,6.0,,sassema01
297,Dean Wade,28,CLE,PF,35,26,22.8,2.1,5.1,.408,1.5,4.3,.349,0.6,0.9,.700,.553,0.4,0.7,.520,1.0,4.1,5.1,1.6,0.9,0.5,0.3,1.9,6.0,,wadede01
298,James Wiseman,23,IND,C,1,0,5.0,2.0,4.0,.500,0.0,1.0,.000,2.0,3.0,.667,.500,2.0,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,,wisemja01
299,Kyle Filipowski,21,UTA,C,37,8,18.2,2.2,4.6,.483,0.6,1.9,.300,1.7,2.8,.608,.544,0.9,1.4,.604,1.0,3.6,4.6,1.8,0.6,0.1,1.0,1.9,5.9,,filipky01
300,Talen Horton-Tucker,24,CHI,SG,40,0,11.5,2.1,4.6,.457,0.8,2.0,.383,1.3,2.6,.515,.541,0.9,1.2,.729,0.4,1.4,1.7,1.3,0.4,0.2,0.7,1.0,5.9,,hortota01
301,Isaiah Collier,20,UTA,PG,39,14,22.1,2.3,6.0,.391,0.4,2.0,.221,1.9,4.0,.474,.427,0.7,1.1,.619,0.3,2.5,2.8,5.1,0.8,0.2,2.7,2.2,5.8,,colliis01
302,Rob Dillingham,20,MIN,PG,24,0,11.3,2.4,4.8,.504,0.9,1.9,.467,1.5,2.9,.529,.596,0.1,0.3,.429,0.2,1.0,1.1,2.3,0.3,0.0,1.4,0.9,5.8,,dilliro01
303,Drew Eubanks,27,UTA,C,37,4,15.4,2.4,3.9,.607,0.1,0.1,.600,2.3,3.8,.607,.617,1.0,1.5,.632,1.1,3.5,4.5,1.2,0.3,0.9,0.8,1.2,5.8,,eubandr01
304,Kevin Love,36,MIA,PF,18,6,11.1,1.9,5.5,.354,1.2,3.2,.362,0.8,2.3,.341,.460,0.7,1.1,.684,0.9,3.2,4.2,1.1,0.8,0.1,0.7,0.9,5.8,,loveke01
305,Isaac Okoro,24,CLE,SG,28,16,19.7,2.0,4.7,.427,1.1,2.8,.397,0.9,1.9,.472,.546,0.6,0.9,.720,0.8,1.3,2.1,1.6,0.7,0.4,0.4,2.0,5.8,,okorois01
306,Kenrich Williams,30,OKC,PF,36,0,14.1,2.3,4.4,.513,0.8,2.2,.380,1.4,2.3,.642,.606,0.4,0.5,.882,0.8,2.5,3.3,0.9,0.6,0.1,0.6,1.6,5.8,,willike04
307,Robert Williams,27,POR,C,17,3,17.3,2.4,3.7,.651,0.1,0.2,.333,2.4,3.5,.667,.659,0.9,1.0,.882,1.8,3.9,5.7,1.0,0.6,1.7,0.9,1.5,5.8,,williro04
308,Quenton Jackson,26,IND,PG,18,7,14.1,2.2,4.2,.513,0.5,1.3,.375,1.7,2.9,.577,.572,0.8,1.2,.714,0.6,0.9,1.5,1.7,0.5,0.3,0.6,1.8,5.7,,jacksqu01
309,Kylor Kelley,27,DAL,C,3,1,16.7,2.3,3.0,.778,0.0,0.0,,2.3,3.0,.778,.778,1.0,1.3,.750,2.0,3.7,5.7,0.3,0.0,0.7,0.3,2.0,5.7,,kelleky01
310,Jeremiah Robinson-Earl,24,NOP,PF,40,6,18.2,2.2,4.9,.447,0.7,2.3,.304,1.5,2.6,.571,.518,0.6,0.7,.862,1.8,3.1,4.9,1.3,0.7,0.2,0.7,1.3,5.7,,robinje02
311,Jaylin Williams,22,OKC,PF,20,5,16.4,2.1,5.1,.412,1.2,3.6,.338,0.9,1.6,.581,.529,0.3,0.3,1.000,1.2,4.1,5.3,2.5,0.5,0.6,0.7,1.8,5.7,,willija07
312,Alec Burks,33,MIA,SG,25,0,16.1,1.7,4.2,.413,1.3,3.1,.429,0.4,1.1,.370,.572,0.8,1.0,.808,0.3,1.7,2.0,1.0,0.5,0.2,0.4,0.6,5.6,,burksal01
313,Seth Curry,34,CHO,SG,39,8,13.7,2.1,4.3,.491,1.1,2.3,.466,1.1,2.0,.519,.614,0.4,0.4,.882,0.4,1.0,1.4,0.6,0.4,0.1,0.4,0.9,5.6,,curryse01
314,Jamison Battle,23,TOR,SF,34,0,12.6,1.9,4.2,.458,1.3,3.1,.415,0.6,1.1,.583,.613,0.4,0.4,.857,0.6,1.3,1.8,0.9,0.1,0.1,0.4,1.1,5.5,,battlja01
315,Alex Caruso,30,OKC,SG,28,0,19.0,2.1,5.5,.383,0.9,3.2,.292,1.2,2.3,.508,.468,0.3,0.4,.750,0.6,2.1,2.7,2.5,1.8,0.5,0.6,1.9,5.5,,carusal01
316,DaQuan Jeffries,27,CHO,SG,15,0,16.9,2.0,4.3,.462,1.0,2.5,.405,1.0,1.9,.536,.577,0.5,0.5,.875,0.8,1.9,2.7,0.9,0.7,0.4,0.5,1.9,5.5,,jeffrda01
317,Ben Sheppard,23,IND,SG,33,8,20.6,2.0,4.8,.409,1.3,3.4,.375,0.7,1.4,.489,.541,0.3,0.4,.833,0.6,1.9,2.5,1.2,0.5,0.2,0.4,2.3,5.5,,sheppbe01
318,Lindy Waters III,27,GSW,SG,38,9,17.2,2.0,5.4,.371,1.3,3.9,.331,0.7,1.5,.474,.490,0.2,0.3,.727,0.4,2.1,2.6,1.1,0.6,0.3,0.4,1.4,5.5,,waterli01
319,Matas Buzelis,20,CHI,SF,48,0,13.6,1.9,4.8,.404,0.8,2.4,.354,1.1,2.4,.453,.491,0.7,0.9,.829,0.6,2.2,2.8,0.4,0.2,0.8,0.6,1.4,5.4,,buzelma01
320,Jamal Shead,22,TOR,PG,43,0,16.6,2.1,5.0,.412,0.8,2.2,.354,1.3,2.8,.458,.491,0.5,0.7,.750,0.3,0.9,1.1,3.4,0.6,0.1,1.5,1.7,5.4,,sheadja01
321,Isaiah Stewart,23,DET,C,44,3,20.3,2.2,4.3,.524,0.2,0.8,.242,2.0,3.5,.584,.545,0.8,0.9,.829,2.0,3.8,5.8,1.7,0.4,1.3,0.9,2.5,5.4,,stewais01
322,Isaiah Wong,24,CHO,SG,16,0,12.8,1.8,5.1,.346,0.5,1.6,.308,1.3,3.4,.364,.395,1.4,2.0,.719,0.9,1.0,1.9,1.4,0.6,0.0,0.8,1.1,5.4,,wongis01
323,Kyle Anderson,31,GSW,PF,36,3,15.0,2.1,4.7,.450,0.5,1.4,.365,1.6,3.3,.487,.506,0.5,0.8,.667,0.8,2.3,3.1,2.3,0.7,0.6,0.6,1.1,5.3,,anderky01
324,Kobe Bufkin,21,ATL,SG,10,0,12.4,1.8,4.7,.383,0.4,1.9,.211,1.4,2.8,.500,.426,1.3,1.8,.722,0.5,1.6,2.1,1.7,0.3,0.2,0.8,0.9,5.3,,bufkiko01
325,Jaxson Hayes,24,LAL,C,26,5,16.8,2.1,3.1,.675,0.0,0.1,.000,2.1,3.0,.692,.675,1.2,1.5,.769,1.3,2.7,4.0,0.8,0.5,0.9,0.7,2.1,5.3,,hayesja02
326,Vince Williams Jr.,24,MEM,SG,3,0,15.0,2.3,6.3,.368,0.3,2.7,.125,2.0,3.7,.545,.395,0.3,1.3,.250,1.3,2.3,3.7,3.0,0.0,0.7,2.3,3.0,5.3,,willivi01
327,Kevon Looney,28,GSW,C,42,6,16.2,2.3,4.3,.531,0.0,0.0,.000,2.3,4.2,.537,.531,0.7,1.4,.500,2.8,4.0,6.7,1.7,0.7,0.4,0.5,2.2,5.2,,looneke01
328,Gary Payton II,32,GSW,SG,37,10,13.6,2.2,4.0,.544,0.3,1.2,.222,1.9,2.8,.683,.577,0.5,0.8,.714,1.0,2.1,3.1,1.3,0.6,0.3,0.7,1.6,5.2,,paytoga02
329,Donovan Clingan,20,POR,C,36,10,16.2,2.1,4.1,.524,0.2,0.6,.273,2.0,3.5,.568,.544,0.7,0.9,.735,2.7,3.8,6.5,0.8,0.4,1.6,1.2,2.6,5.1,,clingdo01
330,Luke Kornet,29,BOS,C,44,6,16.9,2.0,3.2,.643,0.0,0.0,,2.0,3.2,.643,.643,1.0,1.3,.763,2.2,2.8,5.0,1.5,0.5,1.0,0.4,1.4,5.1,,kornelu01
331,Jonathan Mogbo,23,TOR,PF,36,6,16.4,1.9,4.2,.464,0.2,0.7,.320,1.7,3.5,.492,.490,1.0,1.3,.729,1.8,2.4,4.1,1.6,0.7,0.4,0.9,1.8,5.1,,mogbojo01
332,Neemias Queta,25,BOS,C,39,5,14.6,2.2,3.2,.667,0.0,0.1,.000,2.2,3.2,.677,.667,0.8,1.1,.727,1.4,2.3,3.7,0.7,0.3,0.7,0.6,1.8,5.1,,quetane01
333,KJ Simpson,22,CHO,PG,16,0,16.9,1.7,6.1,.276,0.4,2.7,.163,1.3,3.4,.364,.311,1.3,1.7,.778,1.2,1.1,2.3,2.3,0.8,0.3,1.1,1.4,5.1,,simpskj01
334,Mouhamed Gueye,22,ATL,PF,5,2,13.6,2.4,6.2,.387,0.2,2.8,.071,2.2,3.4,.647,.403,0.0,0.2,.000,0.6,2.4,3.0,0.4,1.0,0.4,0.2,0.8,5.0,,gueyemo02
335,Monte Morris,29,PHO,PG,38,0,13.0,1.8,4.2,.416,0.6,1.8,.304,1.2,2.4,.500,.481,0.9,1.1,.850,0.3,1.2,1.4,1.7,0.4,0.1,0.4,0.5,5.0,,morrimo01
336,Trevelin Queen,27,ORL,SG,21,2,15.8,1.9,4.9,.392,0.8,2.6,.296,1.1,2.3,.500,.471,0.4,0.5,.818,0.8,0.9,1.6,1.4,1.0,0.4,0.9,1.6,5.0,,queentr01
337,Gabe Vincent,28,LAL,PG,40,5,20.1,1.9,4.8,.400,1.1,3.2,.328,0.9,1.6,.548,.511,0.1,0.3,.500,0.3,1.0,1.3,1.3,0.7,0.3,0.6,2.1,5.0,,vincega01
338,Alondes Williams,25,DET,SG,1,0,4.0,2.0,2.0,1.000,1.0,1.0,1.000,1.0,1.0,1.000,1.250,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,,willial06
